1%0.000000000%10.226.183.185%28511%172.24.100.199%54529%18170107%2088325488%16%%%%%
2%0.015418896%172.24.100.199%54529%10.226.183.185%28511%2088325488%18170123%16%%%%%
3%0.062317377%10.226.183.185%28511%172.24.100.199%54529%18170123%2088325504%0%%%%%
4%0.494156501%172.24.100.199%54529%10.226.183.185%28511%2088325504%18170123%92%%%%%
5%0.494543160%10.226.183.185%28511%172.24.100.199%54529%18170123%2088325596%92%%%%%
6%0.550202938%172.24.100.199%54529%10.226.183.185%28511%2088325596%18170215%0%%%%%
7%1.015597593%10.226.183.185%28511%172.24.100.199%54529%18170215%2088325596%16%%%%%
8%1.031026721%172.24.100.199%54529%10.226.183.185%28511%2088325596%18170231%0%%%%%
9%1.031761533%172.24.100.199%54529%10.226.183.185%28511%2088325596%18170231%16%%%%%
10%1.077782171%10.226.183.185%28511%172.24.100.199%54529%18170231%2088325612%0%%%%%
11%2.030938569%10.226.183.185%28511%172.24.100.199%54529%18170231%2088325612%16%%%%%
12%2.039884501%172.24.100.199%54529%10.226.183.185%28511%2088325612%18170231%8%%%%%
13%2.046659174%172.24.100.199%54529%10.226.183.185%28511%2088325620%18170247%16%%%%%
14%2.046916345%10.226.183.185%28511%172.24.100.199%54529%18170247%2088325636%0%%%%%
15%2.498730046%172.24.100.199%54529%10.226.183.185%28511%2088325636%18170247%92%%%%%
16%2.499093258%10.226.183.185%28511%172.24.100.199%54529%18170247%2088325728%92%%%%%
17%2.553906411%172.24.100.199%54529%10.226.183.185%28511%2088325728%18170339%0%%%%%
18%3.042330450%10.226.183.185%28511%172.24.100.199%54529%18170339%2088325728%16%%%%%
19%3.057530326%172.24.100.199%54529%10.226.183.185%28511%2088325728%18170355%0%%%%%
20%3.057754348%172.24.100.199%54529%10.226.183.185%28511%2088325728%18170355%16%%%%%
21%3.104724187%10.226.183.185%28511%172.24.100.199%54529%18170355%2088325744%0%%%%%
22%4.057896985%10.226.183.185%28511%172.24.100.199%54529%18170355%2088325744%16%%%%%
23%4.073136392%172.24.100.199%54529%10.226.183.185%28511%2088325744%18170371%16%%%%%
24%4.120353784%10.226.183.185%28511%172.24.100.199%54529%18170371%2088325760%0%%%%%
25%4.508144697%172.24.100.199%54529%10.226.183.185%28511%2088325760%18170371%92%%%%%
26%4.508572078%10.226.183.185%28511%172.24.100.199%54529%18170371%2088325852%92%%%%%
27%4.563988060%172.24.100.199%54529%10.226.183.185%28511%2088325852%18170463%0%%%%%
28%5.057803111%10.226.183.185%28511%172.24.100.199%54529%18170463%2088325852%16%%%%%
29%5.073488647%172.24.100.199%54529%10.226.183.185%28511%2088325852%18170479%0%%%%%
30%5.074002700%172.24.100.199%54529%10.226.183.185%28511%2088325852%18170479%16%%%%%
31%5.120061029%10.226.183.185%28511%172.24.100.199%54529%18170479%2088325868%0%%%%%
32%6.073258865%10.226.183.185%28511%172.24.100.199%54529%18170479%2088325868%16%%%%%
33%6.089395752%172.24.100.199%54529%10.226.183.185%28511%2088325868%18170495%16%%%%%
34%6.135936065%10.226.183.185%28511%172.24.100.199%54529%18170495%2088325884%0%%%%%
35%6.510865121%172.24.100.199%54529%10.226.183.185%28511%2088325884%18170495%92%%%%%
36%6.511229881%10.226.183.185%28511%172.24.100.199%54529%18170495%2088325976%92%%%%%
37%6.566768478%172.24.100.199%54529%10.226.183.185%28511%2088325976%18170587%0%%%%%
38%6.805189284%10.226.183.185%28511%172.24.100.199%54529%18170587%2088325976%1368%%%%%
39%6.805192621%10.226.183.185%28511%172.24.100.199%54529%18171955%2088325976%1368%%%%%
40%6.805197271%10.226.183.185%28511%172.24.100.199%54529%18173323%2088325976%1368%%%%%
41%6.805203121%10.226.183.185%28511%172.24.100.199%54529%18174691%2088325976%1368%%%%%
42%6.805203122%10.226.183.185%28511%172.24.100.199%54529%18176059%2088325976%1368%%%%%
43%6.805203123%10.226.183.185%28511%172.24.100.199%54529%18177427%2088325976%1368%%%%%
44%6.805203124%10.226.183.185%28511%172.24.100.199%54529%18178795%2088325976%1368%%%%%
45%6.805208601%10.226.183.185%28511%172.24.100.199%54529%18180163%2088325976%1368%%%%%
46%6.805208602%10.226.183.185%28511%172.24.100.199%54529%18181531%2088325976%1368%%%%%
47%6.805208604%10.226.183.185%28511%172.24.100.199%54529%18182899%2088325976%1113%%%%%
48%6.821249319%172.24.100.199%54529%10.226.183.185%28511%2088325976%18173323%0%%%%%
49%6.821465231%172.24.100.199%54529%10.226.183.185%28511%2088325976%18176059%0%%%%%
50%6.821727411%172.24.100.199%54529%10.226.183.185%28511%2088325976%18176059%0%%1,1%%12793%13906
51%6.821979229%172.24.100.199%54529%10.226.183.185%28511%2088325976%18177427%0%%%%12793%13906
52%6.822210770%172.24.100.199%54529%10.226.183.185%28511%2088325976%18180163%0%%%%12793%13906
53%6.822467780%172.24.100.199%54529%10.226.183.185%28511%2088325976%18184012%0%%%%%
54%6.824467430%172.24.100.199%54529%10.226.183.185%28511%2088325976%18184012%16%%%%%
